,yts,rampID
0,0.542449538737505,3
1,0.5326215710285117,3
2,0.5160636279646561,3
3,0.4624553902904975,3
4,0.41411478718197936,3
5,0.40408393671781573,3
6,0.3807799688629754,3
7,0.35167764535248097,3
8,0.36677434546555054,3
9,0.4193868761660552,3
10,0.41056224807018005,3
11,0.40218742623214854,3
12,0.38282075353254313,3
13,0.3689619095874809,3
14,0.40458176892644543,3
15,0.42010222087052745,3
16,0.3890407785953223,3
17,0.3896442485069172,3
18,0.4330764016196739,3
19,0.42037254756490244,3
20,0.40289916972975126,3
21,0.4158962191905366,3
22,0.45915060449574935,3
23,0.4573573050626684,3
24,0.4212782789661428,3
25,0.4265633160069744,3
26,0.43131945769068997,3
27,0.4741512416107994,3
28,0.5068871073989181,3
29,0.5310895519834199,3
30,0.540729690034579,3
31,0.5306954015081639,3
32,0.506285775937322,3
33,0.509960064461811,3
34,0.5668122845195774,5
35,0.6668917015202848,5
36,0.7046320530131168,5
37,0.7366867797789451,4
38,0.7748129425654694,4
39,0.7947570376436212,4
40,0.7065580801372964,1
41,0.5914302445316353,1
42,0.5250909394186859,1
43,0.6280089996512279,5
44,0.6752407307398373,5
45,0.6832864889649632,3
46,0.7112666365143215,3
47,0.6596859341077898,2
48,0.6219302280382336,2
49,0.5963625858462417,2
50,0.5917663663786277,3
51,0.6537247774036559,3
52,0.7312597217722744,3
53,0.7191792086223906,3
54,0.7410926982099862,3
55,0.778099229448656,3
56,0.7744834730245976,3
57,0.7623646530981211,3
58,0.7458099806609427,3
59,0.7041118860078469,3
60,0.7125755275442353,3
61,0.7945704584197993,3
62,0.7781835516424351,3
63,0.7620913605762085,3
64,0.7738567981352136,3
65,0.7734716346699232,3
66,0.7746893739463734,3
67,0.788508370096586,3
68,0.7706474162547113,3
69,0.7311390948418814,1
70,0.6309119162825791,1
71,0.579093431751805,1
72,0.5591769555441825,3
73,0.5184574301750835,3
74,0.49795789717524597,3
75,0.44811812223660136,3
76,0.43923380245800525,3
77,0.420769126262122,3
78,0.430380493506486,2
79,0.35820135914043044,2
80,0.2640049405818395,3
81,0.3118639078981016,3
82,0.2896463315753308,3
83,0.3150584454724748,3
84,0.35962156517887933,3
85,0.3033904203835907,3
86,0.2706452931232488,3
87,0.30723350505068164,3
88,0.2541668265984388,3
89,0.23192115028832266,3
90,0.21361718893463374,3
91,0.21395414029581367,3
92,0.1865609450733344,3
93,0.16506676253265976,3
94,0.17005965730580663,3
95,0.12321455114324234,3
96,0.07671908290104694,3
97,0.06055315984751124,3
98,0.06332973504401956,3
99,0.07663522826254403,3
100,0.07259538367775331,3
101,0.06676462725726379,3
102,0.05798215745767898,3
103,0.04489087703223699,3
104,0.04116104304687439,3
105,0.04068361099293389,3
106,0.03362998647348335,3
107,0.03465479994442354,3
108,0.048632129473926214,3
109,0.06192886208603591,3
110,0.09319015392263096,3
111,0.1122079453580948,3
112,0.1149681797466782,3
113,0.11072697258470143,3
114,0.11845518722706308,3
115,0.13330399592140066,3
116,0.13747662132744756,3
117,0.1490183120765756,3
118,0.1572479415968003,3
119,0.15353810290825082,3
120,0.15955357369603484,3
121,0.15932267785685533,3
122,0.16797256632402252,3
123,0.181476430309839,3
124,0.18838126263604563,3
125,0.1872762840706586,3
126,0.1855621548058989,3
127,0.1724823066667289,3
128,0.1587501104283478,3
129,0.13573725878356302,3
130,0.11397821103489049,3
131,0.11051677670206474,3
132,0.115326118141716,3
133,0.13174479610355477,3
134,0.1436898248473901,3
135,0.16835215299099882,3
136,0.18394758030369526,3
137,0.20913225096725005,3
138,0.20214190478345617,3
139,0.20823035248450153,3
140,0.22395749195851888,3
141,0.22229557978899323,3
142,0.26808931622736853,3
143,0.2950865974234736,3
144,0.2780582598690109,3
145,0.3133173309683506,3
146,0.2832016500694524,2
147,0.22986324910487704,2
148,0.34710239757723277,5
149,0.373756678086003,5
150,0.3299456536209907,2
151,0.31579937252092544,2
152,0.2552981506481428,2
153,0.2549346081445338,2
154,0.26350400724812234,3
155,0.2817019587334634,3
156,0.37077597237377174,5
157,0.5064345703095946,5
158,0.5646959799149371,3
159,0.5253787255537827,3
160,0.5743135441826327,3
161,0.6209684444265804,3
162,0.6446601692075619,3
163,0.6367970136908361,3
164,0.6347134345474927,3
165,0.6181003909119036,3
166,0.6204023483000163,3
167,0.6080753639106866,3
168,0.5719106421966231,3
169,0.49554226538851265,1
170,0.41469944494222694,1
171,0.35091219915299154,1
172,0.29785836328474735,1
173,0.2753354244178766,3
174,0.2814615594086122,3
175,0.2576570341007342,3
176,0.20681012296410514,3
177,0.16159604554829962,2
178,0.1294041557650428,2
179,0.1553495143711209,4
180,0.23841839187278557,4
181,0.29784131892956284,3
182,0.25887919052610664,3
183,0.2307749435257851,3
184,0.25895340604941286,3
185,0.2549679491620057,3
186,0.2637150573417821,3
187,0.250686721277888,3
188,0.23689750950065006,3
189,0.25281364386190186,3
190,0.2696283774375352,3
191,0.2756005702155467,3
192,0.28321034626561625,3
193,0.24898940330759986,3
194,0.24067189242749998,3
195,0.2384623401510703,3
196,0.24667811847602306,3
197,0.253238341387825,3
198,0.2731548588098147,3
199,0.30008840539861176,3
200,0.336245980569655,3
201,0.3471505065924504,3
202,0.3172087256369177,3
203,0.33185955607518736,3
204,0.35951988912308497,3
205,0.4085319859441808,4
206,0.4280857007257884,4
207,0.488470158376146,4
208,0.5391803918925236,4
209,0.5768327636018988,4
210,0.5765496729027599,4
211,0.5554132427909764,2
212,0.5307141767714164,2
213,0.4846737052404173,2
214,0.41641058452314655,2
215,0.38024540759692715,2
216,0.30432941273271147,2
217,0.2591993877561182,2
218,0.21244324834279513,2
219,0.17203044427813963,2
220,0.10780792359406241,2
221,0.06602963700244055,2
222,0.05440036591724225,3
223,0.035489105551181344,3
224,0.025887419152002336,3
225,0.01788751430131986,3
226,0.01343524640128724,3
227,0.014780730844967805,3
228,0.014685051073461968,3
229,0.008986271271383788,3
230,0.008021631207424638,3
231,0.012966416898252535,3
232,0.014306098620372775,3
233,0.05696264875257098,3
234,0.05526597270223244,3
235,0.06715483184710729,3
236,0.05111659752148732,3
237,0.053966938361938784,3
238,0.07419596774228093,3
239,0.1243597748636599,3
240,0.17779598935970742,4
241,0.21390779896021436,4
242,0.21774624014193347,4
243,0.15572743522542049,2
244,0.10613077646130047,2
245,0.059289664581893976,2
246,0.03803988526944561,2
247,0.020741062820301234,3
248,0.012891230499364081,3
249,0.013275861275138662,3
250,0.012086092042466889,3
251,0.008006759545127064,3
252,0.010876109963280204,3
253,0.0100821549525253,3
254,0.009841644391262536,3
255,0.010242165336294054,3
256,0.011676630376819434,3
257,0.015770714855867646,3
258,0.01987063504209654,3
259,0.019524694167010408,3
260,0.02724724036118286,3
261,0.030944711751794012,3
262,0.03179513755130188,3
263,0.028396642639244286,3
264,0.026701477400951624,3
265,0.0282305446356288,3
266,0.028491220662776623,3
267,0.03153117919358526,3
268,0.031263637764027005,3
269,0.02761037950080424,3
270,0.02139695198236521,3
271,0.01644378757667209,3
272,0.011774433765389895,3
273,0.011199638338340702,3
274,0.009949452940061245,3
275,0.007717571263354032,3
276,0.006639191595901704,3
277,0.005800151747404639,3
278,0.005720795676506267,3
279,0.010206343100903547,3
280,0.013251614386138947,3
281,0.014615800044945509,3
282,0.01605911574192295,3
283,0.017892790538475256,3
284,0.023380951814646254,3
285,0.030188821617196344,3
286,0.032954639440065985,3
287,0.033836185180540074,3
288,0.03579479458228993,3
289,0.034522697931211696,3
290,0.028802940482403994,3
291,0.023050178497705333,3
292,0.028789678433620763,3
293,0.03797229441355925,3
294,0.03996895734074002,3
295,0.04592166447449463,3
296,0.052638444133232876,3
297,0.05241997147683716,3
298,0.05962074761050126,3
299,0.05532684551031481,3
300,0.04894401627001301,3
301,0.043082528665636395,3
302,0.043052143957902585,3
303,0.0387809769740609,3
304,0.036246803968788883,3
305,0.02915860503100683,3
306,0.020635753627980664,3
307,0.016923519166276976,3
308,0.013504327119465727,3
309,0.016077326643813592,3
310,0.018003602664629106,3
311,0.0232622110260411,3
312,0.02692018075185416,3
313,0.02847542841913869,3
314,0.027733782499594798,3
315,0.022243996254290896,3
316,0.015569801483499304,3
317,0.013585403316301628,3
318,0.01573909427511854,3
319,0.01521677203391256,3
320,0.015661207392227327,3
321,0.015941470803434124,3
322,0.01796600174146414,3
323,0.021352397372578037,3
324,0.0224482411036834,3
325,0.024974790270365484,3
326,0.026583421957476816,3
327,0.022132161517399218,3
328,0.0216866017237849,3
329,0.017964227673089188,3
330,0.011062368587355572,3
331,0.007841193047924227,3
332,0.006309906354237507,3
333,0.005634073167869666,3
334,0.0028587092005159464,3
335,0.0026197622706714677,3
336,0.004085551883085482,3
337,0.00796392280102078,3
338,0.010939289010100568,3
339,0.008032229988743377,3
340,0.005963967096647534,3
341,0.0030775042189519174,3
342,0.0013472705267322262,3
343,0.0012565614268737015,3
344,0.0017047444531567391,3
345,0.0037118124435354307,3
346,0.0033960681592607764,3
347,0.0034752976557872,3
348,0.005442840778420706,3
349,0.009840289219076356,3
350,0.017073881044188978,3
351,0.0190569294143733,3
352,0.01974486393710572,3
353,0.024031471214372973,3
354,0.02512706301868569,3
355,0.021626570720035605,3
356,0.022818685908392547,3
357,0.016947199663215434,3
358,0.011518715872528324,3
359,0.004010642817686996,3
360,0.00158288598661584,3
361,0.0010690307586134612,3
362,0.0007352897388282874,3
363,0.001085982683427946,3
364,0.0011580283638895075,3
365,0.001153790382685886,3
366,0.0008899760527604631,3
367,0.00023308896619916893,3
368,0.0001536268186312704,3
369,0.0001515078280294598,3
370,2.4368391920822206e-05,3
371,0.00015892429513579697,3
372,1.5892429513579698e-05,3
373,9.005710057695162e-05,3
374,0.0002066015836765361,3
375,0.00028394474064262395,3
376,0.0002479219004118433,3
377,0.00026593332052723365,3
378,0.00014832934212674387,3
379,2.4368391920822206e-05,3
380,2.4368391920822206e-05,3
381,0.0,3
382,0.00022249401319011578,3
383,0.0008391202853803102,3
384,0.001606194883235757,3
385,0.002001386630473439,3
386,0.003375552042810932,3
387,0.0035387143191503508,3
388,0.006071967583614954,3
389,0.0054521628396486475,3
390,0.005427794447727826,3
391,0.005629098561963137,3
392,0.003397708568771866,3
393,0.002848982878260991,3
394,0.003385554511921115,3
395,0.003128255188120207,3
396,0.0036935236828667733,3
397,0.003557040042078405,3
398,0.0028203415912347323,3
399,0.0020448259448738585,3
400,0.0023563175562767184,3
401,0.0016273847892538632,3
402,0.0012671563798827548,3
403,0.00172485834987385,3
404,0.0012533829409709855,3
405,0.0006621845630658208,3
406,0.000507498249133645,3
407,0.0005435210893644257,3
408,0.0008242873441043337,3
409,0.0006568870865612943,3
410,0.0010333330068575083,3
411,0.0017277155473582175,3
412,0.0019417671700155254,3
413,0.002021635782360663,3
414,0.0020434112431783717,3
415,0.002499249137137054,3
416,0.002649021017432491,3
417,0.002623625812109145,3
418,0.003329589533288104,3
419,0.00377133826579865,3
420,0.0038766189365057194,3
421,0.005171985692549251,3
422,0.005100659925018051,3
423,0.007966515859263328,3
424,0.008087960508129599,3
425,0.008114754649858355,3
426,0.007971642679328088,3
427,0.008922115913770245,3
428,0.008318521433781183,3
429,0.007311683042267563,3
430,0.005430972940693844,3
431,0.006008733174633466,3
432,0.008712865605968049,3
433,0.013255557636939764,3
434,0.020929588065053642,3
435,0.022344544102982408,3
436,0.020747460836954622,3
437,0.026574261271509806,3
438,0.03421746030867102,3
439,0.03669032241161704,3
440,0.032612324920736166,3
441,0.029288688154732897,3
442,0.02697792894583822,3
443,0.029774996490785136,3
444,0.0322616319620099,3
445,0.03522261401789658,3
